ID,name,FoodGroup,Calories,Fat,Protein,Carbohydrate
4827,Hyacinth-Beans Immature Seeds Raw,Vegetables,46,0.2,2.1,9.19
4828,Turnip Greens Cooked From Canned Made With Oil,Vegetables,45,3.33,1.31,2.71
4829,Cucumber Cooked Made With Butter,Vegetables,45,3.22,0.8,4.32
4830,Cauliflower Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,45,3.08,1.78,3.94
4831,Cauliflower Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,45,3.08,1.78,3.94
4832,Cauliflower Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,45,3.08,1.78,3.94
4833,Beans String Yellow Cooked From Canned Made With Oil,Vegetables,45,2.97,1.11,4.36
4834,Mushrooms Cooked From Canned Made With Butter,Vegetables,45,2.65,1.83,4.91
4835,Pinacbet,Vegetables,45,2.53,1.06,5.3
4836,Squash Summer Yellow Or Green Cooked From Frozen Made With Oil,Vegetables,45,2.49,1.24,5.38
4837,Squash Spaghetti Cooked Ns As To Fat Added In Cooking,Vegetables,45,2.4,0.66,6.27
4838,Squash Spaghetti Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,45,2.39,0.65,6.24
4839,Greens Cooked From Frozen Made With Margarine,Vegetables,45,2.24,2.86,5.15
4840,Lambsquarter Cooked Made With Margarine,Vegetables,45,2.21,3.1,4.87
4841,Peppers Green Cooked Made With Margarine,Vegetables,45,2.2,0.89,6.46
4842,Peppers Red Cooked Made With Margarine,Vegetables,45,2.2,0.89,6.46
4843,Beans String Cooked Ns As To Form Ns As To Color Made With Margarine,Vegetables,45,2.19,1.44,6.22
4844,Beans String Cooked From Frozen Ns As To Color Made With Margarine,Vegetables,45,2.19,1.44,6.22
4845,Beans String Green Cooked Ns As To Form Made With Margarine,Vegetables,45,2.19,1.44,6.22
4846,Beans String Green Cooked From Frozen Made With Margarine,Vegetables,45,2.19,1.44,6.22
4847,Beans String Yellow Cooked Ns As To Form Made With Margarine,Vegetables,45,2.19,1.44,6.22
4848,Beans String Yellow Cooked From Frozen Made With Margarine,Vegetables,45,2.19,1.44,6.22
4849,Collards Cooked Ns As To Form Made With Margarine,Vegetables,45,2.16,2.63,5.5
4850,Collards Cooked From Fresh Made With Margarine,Vegetables,45,2.16,2.63,5.5
4851,Collards Cooked From Canned Made With Margarine,Vegetables,45,2.14,2.62,5.46
4852,Broccoli Cooked Ns As To Form Made With Butter,Vegetables,45,2.14,3.03,5.19
4853,Broccoli Cooked From Frozen Made With Butter,Vegetables,45,2.14,3.03,5.19
4854,Tomato With Corn And Okra Cooked Made With Margarine,Vegetables,45,1.98,1.49,6.74
4855,Broccoli Cooked Ns As To Form With Mushroom Sauce,Vegetables,45,1.77,2.62,5.7
4856,Broccoli Cooked From Frozen With Mushroom Sauce,Vegetables,45,1.77,2.62,5.7
4857,Pumpkin Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,45,1.64,1.09,7.91
4858,Pumpkin Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,45,1.64,1.09,7.91
4859,Calabaza Cooked,Vegetables,45,1.64,1.09,7.91
4860,Dandelion Greens,Vegetables,45,0.7,2.7,9.2
4861,Wakame,Vegetables,45,0.64,3.03,9.14
4862,Cooked Artichokes (Globe Or French),Vegetables,45,0.5,3.11,9.18
4863,Artichokes (Globe Or French) Frozen Cooked Boiled Drained With Salt,Vegetables,45,0.5,3.11,9.18
4864,Artichoke Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,45,0.5,3.09,9.13
4865,Artichoke Cooked From Frozen Fat Not Added In Cooking,Vegetables,45,0.5,3.09,9.13
4866,Artichoke Cooked From Canned Fat Not Added In Cooking,Vegetables,45,0.5,3.09,9.13
4867,Vegetable Combinations Excluding Carrots Broccoli And Dark-Green Leafy; Cooked With Tomato Sauce,Vegetables,45,0.32,2.11,9.89
4868,Peas And Onions Frozen Cooked Boiled Drained Without Salt,Vegetables,45,0.2,2.54,8.63
4869,Peas And Onions Frozen Cooked Boiled Drained With Salt,Vegetables,45,0.2,2.54,8.63
4870,Peas And Onions Cooked Fat Not Added In Cooking,Vegetables,45,0.2,2.53,8.58
4871,Butternut Squash,Vegetables,45,0.1,1,11.69
4872,Mustard Greens Cooked From Frozen Made With Oil,Vegetables,44,3.16,2.19,3
4873,Cress Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,44,3.02,1.84,3.66
4874,Cress Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,44,3.02,1.84,3.66
4875,Cress Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,44,3.02,1.84,3.66
4876,Cress Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,44,3.02,1.84,3.66
4877,Cress Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,44,3.02,1.84,3.66
4878,Cress Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,44,3.02,1.84,3.66
4879,Thistle Leaves Cooked Ns As To Fat Added In Cooking,Vegetables,44,3.02,1.84,3.66
4880,Thistle Leaves Cooked Fat Added In Cooking,Vegetables,44,3.02,1.84,3.66
4881,Spinach Cooked From Fresh Made With Oil,Vegetables,44,2.7,2.88,3.64
4882,Cabbage Green Cooked Made With Butter,Vegetables,44,2.52,1.25,5.31
4883,Carrots Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,44,2.46,0.64,5.36
4884,Carrots Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,44,2.46,0.64,5.36
4885,Okra Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,44,2.04,1.6,6.23
4886,Okra Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,44,2.04,1.6,6.23
4887,Okra Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,44,2.04,1.6,6.23
4888,Okra Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,44,2.04,1.6,6.23
4889,Cabbage Savoy Cooked Made With Margarine,Vegetables,44,2.02,2.01,6.15
4890,Onions Cooked Ns As To Form Made With Oil,Vegetables,44,1.95,0.75,6.44
4891,Cabbage Red Cooked Made With Margarine,Vegetables,44,1.92,1.46,6.71
4892,Beans String Green With Tomatoes Cooked Ns As To Fat Added In Cooking,Vegetables,44,1.87,1.58,6.68
4893,Beans String Green With Tomatoes Cooked Fat Added In Cooking,Vegetables,44,1.87,1.58,6.68
4894,Beets Cooked From Canned Made With Margarine,Vegetables,44,1.76,0.88,7
4895,Cabbage Salad Or Coleslaw Made With Light Italian Dressing,Vegetables,44,1.55,1.04,7.19
4896,Kale Cooked Boiled Drained With Salt,Vegetables,44,1.21,2.94,5.3
4897,Chamnamul Cooked Fat Not Added In Cooking,Vegetables,44,1.21,3.45,6.4
4898,Tahitian Taro,Vegetables,44,0.97,2.79,6.91
4899,Taro Tahitian Cooked With Salt,Vegetables,44,0.68,4.16,6.85
4900,Cooked Tahitian Taro,Vegetables,44,0.68,4.16,6.85
4901,Celeriac Cooked,Vegetables,44,0.31,1.57,9.63
4902,Cowpeas Young Pods With Seeds Raw,Vegetables,44,0.3,3.3,9.5
4903,Cooked Onions,Vegetables,44,0.19,1.36,10.15
4904,Onions Cooked From Fresh Fat Not Added In Cooking,Vegetables,44,0.19,1.35,10.1
4905,Onions Pearl Cooked From Fresh,Vegetables,44,0.19,1.35,10.1
4906,Onions Pearl Cooked From Canned,Vegetables,44,0.19,1.35,10.1
4907,Beets Cooked Boiled. Drained With Salt,Vegetables,44,0.18,1.68,9.96
4908,Cooked Beets,Vegetables,44,0.18,1.68,9.96
4909,Beets Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,44,0.18,1.67,9.9
4910,Beets Cooked From Fresh Fat Not Added In Cooking,Vegetables,44,0.18,1.67,9.9
4911,Beets Cooked From Frozen Fat Not Added In Cooking,Vegetables,44,0.18,1.67,9.9
4912,Potatoes Canned Solids And Liquids,Vegetables,44,0.11,1.2,9.89
4913,Radish Daikon Cooked Fat Added In Cooking,Vegetables,43,3.21,0.65,3.3
4914,Radish Daikon Cooked Ns As To Fat Added In Cooking,Vegetables,43,3.19,0.65,3.31
4915,Celery Cooked Made With Oil,Vegetables,43,3.07,0.8,3.86
4916,Poke Greens Cooked Made With Oil,Vegetables,43,3.05,2.22,3
4917,Beans String Green Canned Low Sodium Made With Butter,Vegetables,43,2.88,1.11,4.19
4918,Asparagus Cooked From Fresh Made With Oil,Vegetables,43,2.66,2.33,3.99
4919,Turnip Cooked From Frozen Made With Butter,Vegetables,43,2.6,1.5,4.2
4920,Turnip Cooked Ns As To Form Made With Butter,Vegetables,43,2.6,1.5,4.2
4921,Radish Sprouts,Vegetables,43,2.53,3.81,3.6
4922,Squash Summer Yellow Or Green And Onions Cooked Made With Butter,Vegetables,43,2.25,1.03,5.77
4923,Mushrooms Cooked Ns As To Form Made With Margarine,Vegetables,43,2.22,2.1,5.13
4924,Mushrooms Cooked From Fresh Made With Margarine,Vegetables,43,2.22,2.1,5.13
4925,Mushrooms Cooked From Frozen Made With Margarine,Vegetables,43,2.22,2.1,5.13
4926,Beet Greens Cooked Made With Margarine,Vegetables,43,2.1,2.48,5.28
4927,Turnip Greens Cooked Ns As To Form Made With Margarine,Vegetables,43,2.09,3.24,4.84
4928,Turnip Greens Cooked From Frozen Made With Margarine,Vegetables,43,2.09,3.24,4.84
4929,Broccoli Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,43,1.93,3.02,5.2
4930,Broccoli Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,43,1.93,3.02,5.2
4931,Broccoli Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,43,1.93,3.02,5.2
4932,Broccoli Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,43,1.93,3.02,5.2
4933,Onions Cooked From Frozen Made With Butter,Vegetables,43,1.88,0.77,6.42
4934,Rutabaga Cooked Made With Margarine,Vegetables,43,1.8,0.9,6.64
4935,Pumpkin Cooked From Canned Made With Margarine,Vegetables,43,1.41,1.08,7.92
4936,Lambsquarters Raw,Vegetables,43,0.8,4.2,7.3
4937,Kelp Seaweed,Vegetables,43,0.56,1.68,9.57
4938,Brussels Sprouts (Raw),Vegetables,43,0.3,3.38,8.95
4939,Vegetable Combinations Asian Style Broccoli Green Pepper Water Chestnut Etc. Cooked Fat Not Added In Cooking,Vegetables,43,0.22,1.85,9.36
4940,Beets (Raw),Vegetables,43,0.17,1.61,9.56
4941,Escarole Cooked Made With Butter,Vegetables,42,2.9,1.13,2.95
4942,Cucumber Cooked Ns As To Fat Added In Cooking,Vegetables,42,2.89,0.8,4.33
4943,Cucumber Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,42,2.89,0.8,4.33
4944,Beans String Cooked From Canned Ns As To Color Made With Butter,Vegetables,42,2.82,1.04,4.06
4945,Beans String Green Cooked From Canned Made With Butter,Vegetables,42,2.82,1.04,4.06
4946,Turnip Greens Cooked From Fresh Made With Butter,Vegetables,42,2.78,1.12,4.2
4947,Cauliflower Cooked From Fresh Made With Margarine,Vegetables,42,2.63,1.76,3.96
4948,Chard Cooked Made With Oil,Vegetables,42,2.59,1.82,4
4949,Christophine Cooked Ns As To Fat Added In Cooking,Vegetables,42,2.54,0.62,4.92
4950,Christophine Cooked Fat Added In Cooking,Vegetables,42,2.54,0.62,4.92
4951,Okra Cooked From Fresh Made With Butter,Vegetables,42,2.52,1.83,4.36
4952,Okra Cooked From Canned Made With Butter,Vegetables,42,2.52,1.83,4.36
4953,Turnip Cooked From Fresh Made With Butter,Vegetables,42,2.45,0.71,4.88
4954,Mustard Greens Cooked Ns As To Form Made With Margarine,Vegetables,42,2.41,2.46,4.36
4955,Mustard Greens Cooked From Fresh Made With Margarine,Vegetables,42,2.41,2.46,4.36
4956,Mustard Greens Cooked From Canned Made With Margarine,Vegetables,42,2.41,2.46,4.36
4957,Turnip Cooked From Canned Made With Butter,Vegetables,42,2.39,0.71,4.89
4958,Cabbage Green Cooked Ns As To Fat Added In Cooking,Vegetables,42,2.26,1.24,5.32
4959,Cabbage Green Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,42,2.26,1.24,5.32
4960,Greens Cooked Ns As To Form Made With Margarine,Vegetables,42,2.24,1.93,5.08
4961,Greens Cooked From Fresh Made With Margarine,Vegetables,42,2.24,1.93,5.08
4962,Greens Cooked From Canned Made With Margarine,Vegetables,42,2.24,1.93,5.08
4963,Greek Salad No Dressing,Vegetables,42,2.16,2.61,3.77
4964,Beans String Green Cooked From Canned With Mushroom Sauce,Vegetables,42,2.12,1.4,5.08
4965,Squash Summer Yellow Or Green And Onions Cooked Ns As To Fat Added In Cooking,Vegetables,42,2.04,1.02,5.78
4966,Squash Summer Yellow Or Green And Onions Cooked Fat Added In Cooking,Vegetables,42,2.04,1.02,5.78
4967,Squash Spaghetti Cooked Made With Margarine,Vegetables,42,2.03,0.64,6.25
4968,Okra Cooked Ns As To Form Made With Margarine,Vegetables,42,1.74,1.58,6.24
4969,Okra Cooked From Frozen Made With Margarine,Vegetables,42,1.74,1.58,6.24
4970,Taro Leaves Raw,Vegetables,42,0.74,4.98,6.7
4971,Sweet Potato Leaves Raw,Vegetables,42,0.51,2.49,8.82
4972,Brussels Sprouts Frozen Cooked Boiled Drained With Salt,Vegetables,42,0.39,3.64,8.32
4973,Brussels Sprouts Frozen Cooked Boiled Drained Without Salt,Vegetables,42,0.39,3.64,8.32
4974,Brussels Sprouts Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,42,0.39,3.62,8.27
4975,Brussels Sprouts Cooked From Frozen Fat Not Added In Cooking,Vegetables,42,0.39,3.62,8.27
4976,Peas Edible-Podded Frozen Unprepared,Vegetables,42,0.3,2.8,7.2
4977,Celeriac,Vegetables,42,0.3,1.5,9.2
4978,Cooked Snow Peas,Vegetables,42,0.23,3.27,7.05
4979,Snowpea Cooked From Fresh Fat Not Added In Cooking,Vegetables,42,0.23,3.25,7.01
4980,Snow Peas,Vegetables,42,0.2,2.8,7.55
4981,Tomato Products Canned Sauce With Onions,Vegetables,42,0.19,1.56,9.94
4982,Onions Cooked Boiled Drained With Salt,Vegetables,42,0.19,1.36,9.56
4983,Beets Canned Low Sodium Fat Not Added In Cooking,Vegetables,42,0.11,1.21,9.96
4984,Asparagus Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,41,3.13,2.84,1.85
4985,Turnip Greens Cooked From Canned Made With Butter,Vegetables,41,2.85,1.34,2.7
4986,Squash Summer Yellow Or Green Cooked From Fresh Made With Oil,Vegetables,41,2.75,0.88,4.18
4987,Beans String Green Canned Low Sodium Ns As To Fat Added In Cooking,Vegetables,41,2.62,1.1,4.2
4988,Beans String Green Canned Low Sodium Fat Added In Cooking Ns As To Type Of Fat,Vegetables,41,2.62,1.1,4.2
4989,Spinach Cooked From Canned Made With Oil,Vegetables,41,2.56,2.75,3.32
4990,Beans String Yellow Cooked From Canned Made With Butter,Vegetables,41,2.52,1.14,4.36
4991,Turnip Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,41,2.35,1.49,4.21
4992,Turnip Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,41,2.35,1.49,4.21
4993,Turnip Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,41,2.35,1.49,4.21
4994,Turnip Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,41,2.35,1.49,4.21
4995,Turnip Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,41,2.35,1.49,4.21
4996,Spinach Cooked From Fresh Made With Butter,Vegetables,41,2.32,2.9,3.64
4997,Squash Summer Yellow Or Green Cooked From Frozen Made With Butter,Vegetables,41,2.13,1.26,5.38
4998,Carrots Cooked From Canned Made With Margarine,Vegetables,41,2.07,0.62,5.38
4999,Onions Cooked Ns As To Form Made With Butter,Vegetables,41,1.66,0.77,6.44
5000,Broccoli Cooked Ns As To Form Made With Margarine,Vegetables,41,1.62,3.01,5.21
5001,Broccoli Cooked From Frozen Made With Margarine,Vegetables,41,1.62,3.01,5.21
5002,Tomato Products Canned Sauce With Onions Green Peppers And Celery,Vegetables,41,0.74,0.94,8.77
5003,Cabbage Salad Or Coleslaw Made With Any Type Of Fat Free Dressing,Vegetables,41,0.71,0.99,8.5
5004,Brussels Sprouts Frozen Unprepared,Vegetables,41,0.41,3.78,7.86
5005,Carrots,Vegetables,41,0.24,0.93,9.58
5006,Cactus Cooked Made With Oil,Vegetables,40,2.99,1.3,3.16
5007,Mustard Greens Cooked From Frozen Made With Butter,Vegetables,40,2.7,2.21,3
5008,Cauliflower Cooked Ns As To Form Made With Oil,Vegetables,40,2.66,1.56,3.64
5009,Cauliflower Cooked From Frozen Made With Oil,Vegetables,40,2.66,1.56,3.64
5010,Cauliflower Cooked From Canned Made With Oil,Vegetables,40,2.66,1.56,3.64
5011,Cress Cooked Ns As To Form Made With Margarine,Vegetables,40,2.6,1.83,3.67
5012,Cress Cooked From Fresh Made With Margarine,Vegetables,40,2.6,1.83,3.67
5013,Cress Cooked From Canned Made With Margarine,Vegetables,40,2.6,1.83,3.67
5014,Beans String Cooked From Canned Ns As To Color Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.57,1.03,4.07
5015,Beans String Cooked From Canned Ns As To Color Ns As To Fat Added In Cooking,Vegetables,40,2.57,1.03,4.07
5016,Beans String Green Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,40,2.57,1.03,4.07
5017,Beans String Green Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.57,1.03,4.07
5018,Turnip Greens Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,40,2.51,1.12,4.2
5019,Turnip Greens Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.51,1.12,4.2
5020,Turnip Greens With Roots Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,40,2.35,0.9,4.56
5021,Turnip Greens With Roots Cooked From Fresh Fat Added In Cooking,Vegetables,40,2.35,0.9,4.56
5022,Asparagus Cooked From Fresh Made With Butter,Vegetables,40,2.28,2.35,3.98
5023,Okra Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,40,2.27,1.82,4.36
5024,Okra Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,40,2.27,1.82,4.36
5025,Okra Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.27,1.82,4.36
5026,Okra Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.27,1.82,4.36
5027,Turnip Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,40,2.2,0.7,4.89
5028,Turnip Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.2,0.7,4.89
5029,Turnip Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,2.2,0.7,4.89
5030,Mushrooms Cooked From Canned Made With Margarine,Vegetables,40,2.04,1.81,4.93
5031,Tomato And Onion Cooked Made With Oil,Vegetables,40,2.03,1.02,5.27
5032,Onions Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,40,1.5,0.76,6.44
5033,Onions Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,40,1.5,0.76,6.44
5034,Onions Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,1.5,0.76,6.44
5035,Onions Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,40,1.5,0.76,6.44
5036,Hubbard Squash,Vegetables,40,0.5,2,8.7
5037,Red Chili Peppers,Vegetables,40,0.44,1.87,8.81
5038,Sweet Potato Leaves Squash Leaves Pumpkin Leaves Chrysanthemum Leaves Bean Leaves Or Swamp Cabbage Cooked Fat Not Added In Cooking,Vegetables,40,0.34,2.15,7.27
5039,Peas Edible-Podded Cooked Boiled Drained With Salt,Vegetables,40,0.23,3.27,6.46
5040,Hot Green Chili Peppers,Vegetables,40,0.2,2,9.46
5041,Carrot Juice Canned,Vegetables,40,0.15,0.95,9.28
5042,Acorn Squash,Vegetables,40,0.1,0.8,10.42
5043,Onions,Vegetables,40,0.1,1.1,9.34
5044,Cooked Butternut Squash,Vegetables,40,0.09,0.9,10.49
5045,Squash Winter Butternut Cooked Baked With Salt,Vegetables,40,0.09,0.9,10.49
5046,Tree Fern Cooked With Salt,Vegetables,40,0.07,0.29,10.78
5047,Tree Fern Cooked Without Salt,Vegetables,40,0.07,0.29,10.98
5048,Asparagus Cooked Ns As To Form Made With Oil,Vegetables,39,2.86,2.86,1.86
5049,Asparagus Cooked From Frozen Made With Oil,Vegetables,39,2.86,2.86,1.86
5050,Poke Greens Cooked Made With Butter,Vegetables,39,2.63,2.25,3
5051,Celery Cooked Made With Butter,Vegetables,39,2.62,0.82,3.86
5052,Turnip Greens Canned Reduced Sodium Cooked Ns As To Fat Added In Cooking,Vegetables,39,2.6,1.34,2.73
5053,Turnip Greens Canned Reduced Sodium Cooked Fat Added In Cooking Made With Any Type Of Fat,Vegetables,39,2.6,1.34,2.73
5054,Turnip Greens Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,39,2.58,1.33,2.71
5055,Turnip Greens Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,39,2.58,1.33,2.71
5056,Turnip Greens With Roots Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,39,2.38,1,3.84
5057,Turnip Greens With Roots Cooked From Canned Fat Added In Cooking,Vegetables,39,2.38,1,3.84
5058,Squash Summer Yellow Or Green Cooked Ns As To Form Made With Oil,Vegetables,39,2.28,1.18,4.36
5059,Beans String Yellow Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,39,2.27,1.13,4.36
5060,Beans String Yellow Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,39,2.27,1.13,4.36
5061,Spinach Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,39,2.1,2.89,3.64
5062,Spinach Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,39,2.1,2.89,3.64
5063,Squash Summer Yellow Or Green And Onions Cooked Made With Margarine,Vegetables,39,1.74,1.01,5.79
5064,Onions Cooked From Frozen Made With Margarine,Vegetables,39,1.42,0.75,6.43
5065,Mushrooms Shiitake Stir-Fried,Vegetables,39,0.35,3.45,7.68
5066,Squash Winter Butternut Frozen Cooked Boiled Without Salt,Vegetables,39,0.07,1.23,10.05
5067,Squash Winter Butternut Frozen Cooked Boiled With Salt,Vegetables,39,0.07,1.23,10.04
5068,Mustard Greens Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,38,2.44,2.2,3.01
5069,Mustard Greens Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,38,2.44,2.2,3.01
5070,Mustard Greens Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,38,2.44,2.2,3.01
5071,Cucumber Cooked Made With Margarine,Vegetables,38,2.41,0.78,4.35
5072,Squash Summer Yellow Or Green Cooked From Fresh Made With Butter,Vegetables,38,2.37,0.9,4.18
